,val_loss,val_acc,loss,acc
0,0.9625592923428178,0.5560165942127444,1.117772015005211,0.4216381325846248
1,0.9485158745513748,0.5912863124950298,1.0010434310266805,0.4854458450302211
2,0.9126377360454734,0.6403872784572353,0.9665671059999956,0.5117297796215253
3,0.8602190899815961,0.6878745894709068,0.9333074770438801,0.5412992105112137
4,0.8046026449150729,0.7164591896253668,0.8923242321563555,0.5791111862331696
5,0.7340946228837242,0.7337482878281367,0.838649182259449,0.6194593365910184
6,0.6749071588489854,0.7487321375646367,0.7859450460057471,0.6599227625070796
7,0.6109549967085177,0.7591055723146779,0.7261567898178397,0.6924318367998307
8,0.5580816193899838,0.76970953507707,0.6796166671511832,0.710473222054764
9,0.5207523160290751,0.7782388116808848,0.6303754283465379,0.7330105534355141
10,0.4718457991321717,0.7994467629271754,0.592102590459411,0.7493227252740875
11,0.433040591938367,0.8333333165154253,0.5558227086879381,0.7645973764178292
12,0.3978698897905864,0.8614569073066342,0.521666932369874,0.785002022502374
13,0.36790959774046356,0.8752881525957733,0.48759424605522933,0.7976828706361381
14,0.34255529505253496,0.8810511720295928,0.45922192502409326,0.81503256518969
15,0.32736645463756175,0.8911940853625412,0.447844253209106,0.8217764664805308
16,0.31026155574770226,0.8937298222696138,0.42735021180931765,0.8330163124026919
17,0.28929924389880723,0.8990318163466816,0.3991197074045056,0.8421811043195776
18,0.2749291052874358,0.9036422397420943,0.38256442982825195,0.8510577019452843
19,0.2609172654267333,0.9094052586812696,0.36951511896297673,0.8608565371011381
20,0.24892031738372264,0.9151682858645174,0.3519190263216334,0.8684074057441011
21,0.23824355474069076,0.9172429726826204,0.3341655410245156,0.8740561428664568
22,0.22790209279185675,0.9236975705475233,0.32978222100829124,0.8783791549432943
23,0.21819936274905094,0.924389132655343,0.31198578136572885,0.8832785702794764
24,0.21301113203023644,0.9255417366080594,0.30149281231070313,0.8903683134475918
25,0.19975536416592604,0.9313047553823531,0.28660234961978875,0.895555925971184
26,0.1944647406229175,0.9313047553823531,0.2837232245322682,0.8973427770068937
27,0.1853325737029685,0.9352236080961108,0.27032783969698243,0.9022422043608893
28,0.1831032409439608,0.9338404837155903,0.2663358086360979,0.907545105326285
29,0.17388630175079384,0.9368372537288429,0.25269972407630253,0.9116375666268244
30,0.1683949204689899,0.9386814197893789,0.24813806900624769,0.9140008112643389
31,0.16516367467648427,0.9398340234123325,0.2407032051121263,0.9169981025523964
32,0.16134001358951935,0.9414476690450645,0.23647985044759223,0.9204565192637674
33,0.15547572409175078,0.9444444388934355,0.2308808694207584,0.921436405606528
34,0.1468623571128766,0.9488243336169716,0.2191555710084583,0.9259899819616667
35,0.14463982317869759,0.9483632921018377,0.20838269275168161,0.9295060302319461
36,0.14355301982716737,0.9467496467988685,0.21080963498845595,0.9258170603118552
37,0.13955510539591395,0.9506684996775077,0.20411808790064756,0.9305435515451901
38,0.1327693884056139,0.9518211034653428,0.19562038777197355,0.9342901650729238
39,0.12958585880026943,0.9522821449804768,0.18803430175350422,0.9339443227421469
