,val_loss,val_acc,loss,acc
0,0.9515448388272133,0.5598750417119138,1.1766093762834295,0.42293004509248455
1,0.9497013135901428,0.6848316537924253,1.0066262203731215,0.4872417985161773
2,0.9090144204125145,0.7056577624607648,0.9588807742642438,0.5241277584535466
3,0.8822269080538421,0.7320374888456849,0.9367735186936726,0.557455301419291
4,0.8262263227361476,0.7466157587482383,0.8891921246182151,0.5958166981380736
5,0.7683952686812305,0.7594585268086173,0.8474184906414411,0.6206387761586492
6,0.7358672689621915,0.7632766418554683,0.8145092007828719,0.648498529858979
7,0.6801828819817447,0.773689697017193,0.7775216468649799,0.6753167897912906
8,0.6443165101677293,0.783408537005352,0.7423955914958072,0.6896372163922727
9,0.6019002904870452,0.7917389839484186,0.7070299949813191,0.704131224372283
10,0.5604878302788991,0.8038875409730066,0.6757046985369635,0.7226176054873745
11,0.5336953065578245,0.8101353722494206,0.6432378793255237,0.7427529949236404
12,0.5047832933493431,0.8195071059024736,0.6134500693289942,0.7551640332459038
13,0.47819997832122174,0.8274904564410934,0.5935243363182612,0.7664467884504719
14,0.45736895686261814,0.8330440924052603,0.5689169175300803,0.7749522668043579
15,0.43106100973839645,0.838597714321682,0.5462590650414617,0.7834577358052499
16,0.41264017708845246,0.8424158293892219,0.526770942711081,0.789793447805887
17,0.39449235144194444,0.8486636631276119,0.5039502563182315,0.7985592818140177
18,0.37656670309155815,0.8535230698911567,0.4797268049974778,0.8083665975574983
19,0.35760841863886095,0.8590767058553236,0.4624597246583562,0.8153966332843497
20,0.343257005441855,0.8635890393859601,0.4449928563267298,0.8224266591719342
21,0.3287215279295642,0.868101355517254,0.4217898642989915,0.8270265501502735
22,0.315197624015295,0.876431796667436,0.4095993599033339,0.8350112798043867
23,0.3000838752216616,0.8861506300351555,0.4036575091979794,0.8431695866162652
24,0.285858153396909,0.8937868758730904,0.38715651672740214,0.8482902365785323
25,0.2713108308527959,0.89760499425085,0.3668996450015808,0.8540184038357072
26,0.2623302562912898,0.9045470266117068,0.35533696462702075,0.8607012774149301
27,0.25066969354133645,0.9107948694532011,0.35186357707473226,0.8646068461051812
28,0.23671514245835662,0.9187782092336068,0.3306413870178728,0.8731990972961574
29,0.2269456052751187,0.9187782092336068,0.3174349576069278,0.8810102363217107
30,0.2195921358043061,0.9208608282104791,0.30897024779285825,0.8837875287538186
31,0.21247674557886287,0.9274557575257608,0.3024615872146313,0.8845686460509729
32,0.20317575721350117,0.9291912627195327,0.2826615322993626,0.8920326260327672
33,0.1988049527809298,0.9298854671141953,0.288367869580419,0.8919458361347399
34,0.1922217502915913,0.9323151767026299,0.28262113481423773,0.8948967037381366
35,0.1872834501964522,0.9343977865763978,0.26372958396927926,0.8978475842225926
36,0.1819211042142502,0.9354390840445985,0.2569023984326109,0.9063530682358678
37,0.17425327596772838,0.9427282161201217,0.2553092488976035,0.9053983711426591
38,0.17146633498704256,0.9423811147503454,0.240468699911199,0.913556681141177
39,0.16558873406697047,0.9434224205147843,0.24108649270647498,0.9118208699374537
40,0.15987764110647112,0.9465463328427716,0.23084016018827597,0.9166811419079606
41,0.1549308107870397,0.9524470594391894,0.2274466596001905,0.9178094177419083
42,0.1525194555345156,0.9465463328427716,0.22375692419915993,0.9174622617399417
43,0.14499031679161056,0.9559180747920628,0.21733575703431038,0.9215414113436405
44,0.14217672954516788,0.9552238720525101,0.20180740875412329,0.9275299487190929
45,0.14102694216866082,0.9548767690276239,0.21183398880182175,0.9264016765373653
46,0.13536283134358992,0.955570966781158,0.20158417591451047,0.9314355174921138
47,0.1311566681936978,0.9583477810495887,0.19284602030762532,0.9316958917902691
48,0.12572957771606885,0.9580006780247025,0.19303491873017742,0.9348203463906982
49,0.12035608044652549,0.9604303876131369,0.1856090320913437,0.9362957833169587
50,0.11818189741070591,0.9607774956033529,0.1828739405262907,0.937076896879123
51,0.1135651992866042,0.9625130007971248,0.17293024751910774,0.9387259145739839
52,0.10822499556358967,0.9649427227988834,0.16666665846555312,0.9424579020300542
53,0.10696430231487532,0.9659840393215366,0.17053542126696303,0.9413296267237644
54,0.10382647824262588,0.9649427227988834,0.16606148429999976,0.943325806121366
55,0.1015396520666098,0.9642485093011164,0.161577045083346,0.9444540849764135
56,0.09616700920099519,0.9670253326726514,0.15175976544603087,0.9479256975652857
57,0.09619769845539312,0.9680666491953046,0.14636756654720798,0.9502690390070535
58,0.08977817152573474,0.970496362900825,0.15114277236537374,0.9484464399538568
59,0.0887523909221917,0.9715376562519398,0.14505051885228917,0.9512237329136226
60,0.08805561331525853,0.9698021684575105,0.1447161669879919,0.9507029935461514
61,0.08387572528307573,0.9718847683799304,0.14270060658299702,0.9533934930384397
62,0.08088145524532338,0.9718847766761687,0.13890697335932037,0.9546085618742843
63,0.07703855434605249,0.9757028867576901,0.12652034294251413,0.9583405523100695
64,0.0744755522026986,0.9746615793381412,0.126988985223802,0.9592952498481663
65,0.07452765047415724,0.9732731631008216,0.11864848337153183,0.9609442676051047
66,0.07060315779351145,0.9753557870430236,0.12180693759787437,0.9614650043756716
67,0.07035448473801591,0.9750086807079176,0.12147201342397299,0.9596424120578723
68,0.06636130571603278,0.9770912905816856,0.11860877097382394,0.9615518004400534
69,0.06442811287854207,0.9777854949763483,0.1174820669433802,0.9621593394206642
70,0.0659462297771673,0.9777854949763483,0.1129624964337944,0.9628536657644754
71,0.0623706948259087,0.9777854966314581,0.10847686613688265,0.9632876090468725
72,0.06484521593780866,0.9777855073896724,0.1069365274940301,0.9656309531269295
73,0.056972239493641,0.979521015893664,0.0998659992764816,0.9677139352415403
74,0.05567480840696638,0.9805623200029931,0.10177512640206894,0.9664988633845958
75,0.05764118157112528,0.982297826851875,0.10137599764200698,0.9672799832165769
