,val_loss,val_acc,loss,acc
0,0.9753192997801332,0.551216903393458,1.1425690106065174,0.4032495318249159
1,0.971715758879193,0.5878577023051135,1.0227119648765834,0.4680395827044074
2,0.9382849988468065,0.6450922630725299,0.9887226598566947,0.49264508820562064
3,0.8966839422864625,0.6718373951920853,0.9620269060485597,0.51384059363873
4,0.8412073804561261,0.7146295646385382,0.9205648878514049,0.5491441553625457
5,0.7745722295862367,0.7328162674567189,0.8755917643187167,0.5925381091642775
6,0.7115361144052339,0.7502005973675889,0.8355173534108662,0.6304493174255771
7,0.6443929961098168,0.7638405950575087,0.772410906932991,0.6666889567208117
8,0.586959491633068,0.7836319849783803,0.7284468527017478,0.6914950496820754
9,0.534418555871788,0.794330041862548,0.6743278526692316,0.7205803633597038
10,0.483381378480093,0.8042257363766264,0.6271323657156982,0.7389676410044282
11,0.4421514311666379,0.8229473021840883,0.583103387168972,0.759828830186171
12,0.41076963039189296,0.8553089138561788,0.5477188017062881,0.7781492372221027
13,0.3713451823900651,0.8823214704322764,0.5148984619036943,0.7936614106670042
14,0.33949518866097744,0.8919497124171251,0.4833971585587213,0.8125167158906809
15,0.31389450838808775,0.9005081534991451,0.4469997118137265,0.826424170493697
16,0.2901974654900706,0.9090665939594533,0.4265653452043643,0.8372559410647678
17,0.2716293483693576,0.9112062199481129,0.39596288664578816,0.8532361671165146
18,0.25620634497152545,0.9200321097493841,0.3869453586177668,0.8573816556380884
19,0.24246560243576343,0.9202995613061926,0.36625992759213344,0.8674779401708013
20,0.2265700962325729,0.9245787756460241,0.34762628547454716,0.8718240178661188
21,0.2169838602744057,0.9285905406448923,0.33355038067688114,0.8839261832164551
22,0.20677609862841906,0.931265050617569,0.31773919749463997,0.8876704902819816
23,0.1992688850465067,0.9296603450069902,0.31126454879842874,0.8920165803318325
24,0.18918441892802063,0.9350093637089195,0.29271905703256396,0.8971650062253941
25,0.18272128655777223,0.9360791674493053,0.28820831385421447,0.9004412965680163
26,0.1782132770908998,0.9358117165142089,0.2760332420799113,0.9038512953687843
27,0.17176861039981323,0.9382187749300771,0.2734147200261759,0.9069938424373891
28,0.16353197705063408,0.942765440826717,0.26112417909798696,0.9096683613531537
29,0.15637192775115,0.9430328927342347,0.24754292327600802,0.9171570038757212
30,0.1516888654504622,0.942765440205005,0.24641431040322598,0.9163546534616318
31,0.14774520909819702,0.9443701474097171,0.2340872136785819,0.9191628944813233
32,0.14768332806691092,0.944905048658198,0.23236626874447253,0.9233083839274945
33,0.13994382018152168,0.9465097542687768,0.22498547061620214,0.9235089707100382
34,0.13182366861558018,0.9497191654899344,0.21690575296259015,0.9275875942819927
35,0.13118001888200986,0.9513238711005132,0.2104274632738503,0.9307301471532428
36,0.12687598042913412,0.9523936748408991,0.2044329964547082,0.9303289715954887
37,0.12022490946485831,0.9556030860620567,0.19910126805751838,0.9323348535608882
